Decision Tree,Train Quantity,Test Quantity,Repetition,Accuracy
Library,4000,4000,32, 1
Library,4000,4000,33, 1
Library,4000,4000,34, 1
Library,4000,4000,35, 1
Library,4000,4000,36, 1
Library,4000,4000,37, 1
Library,4000,4000,38, 1
Library,4000,4000,39, 1
Library,4000,4000,40, 1
Library,4000,4000,41, 1
Library,4000,4000,42, 1
Library,4000,4000,43, 1
Library,4000,4000,44, 1
Library,4000,4000,45, 1
Library,4000,4000,46, 1
Library,4000,4000,47, 1
Library,4000,4000,48, 1
Library,4000,4000,49, 1
Library,4000,4000,50, 1
Library,4000,4000,51, 1
Library,4000,4000,52, 1
Library,4000,4000,53, 1
Library,4000,4000,54, 1
Library,4000,4000,55, 1
Library,4000,4000,56, 1
Library,4000,4000,57, 1
Library,4000,4000,58, 1
Library,4000,4000,59, 1
Library,4000,4000,60, 1
Library,4000,4000,61, 1
Library,4000,4000,62, 1
Library,4000,4000,63, 1
Library,4000,4000,64, 1
Library,4000,4000,65, 1
Library,4000,4000,66, 1
Library,4000,4000,67, 1
Library,4000,4000,68, 1
Library,4000,4000,69, 1
Library,4000,4000,70, 1
Library,4000,4000,71, 1
Library,4000,4000,72, 1
Library,4000,4000,73, 1
Library,4000,4000,74, 1
Library,4000,4000,75, 1
Library,4000,4000,76, 1
Library,4000,4000,77, 1
Library,4000,4000,78, 1
Library,4000,4000,79, 1
Library,4000,4000,80, 1
Library,4000,4000,81, 1
Library,4000,4000,82, 1
Library,4000,4000,83, 1
Library,4000,4000,84, 1
Library,4000,4000,85, 1
Library,4000,4000,86, 1
Library,4000,4000,87, 1
Library,4000,4000,88, 1
Library,4000,4000,89, 1
Library,4000,4000,90, 1
Library,4000,4000,91, 1
Library,4000,4000,92, 1
Library,4000,4000,93, 1
Library,4000,4000,94, 1
Library,4000,4000,95, 1
Library,4000,4000,96, 1
Library,4000,4000,97, 1
Library,4000,4000,98, 1
Library,4000,4000,99, 1
Library,4000,4000,100, 1
